triplet,outgroup,C1,C2,mixprop1,mixprop2,lambda2Dist,lambda1Dist,BIC2Dist,BIC1Dist,count
NHKG_16_01_R_196_ANN1283_DEB_1135,NHKG_16_01_R_196,0.0,4.989557556924214,0.9684744355229098,0.03152556447709031,0.001331184964643326,0.0016108009855750486,-11118.349658757377,-11137.527244530733,1026
NHKG_16_01_R_196_ANN1283_DEB_1135,ANN1283,0.0,4.064289665469025,0.934756380181886,0.06524361981811393,0.0013935227225853753,0.0018479506916112955,-12687.968000457364,-12740.083190832434,1204
NHKG_16_01_R_196_ANN1283_DEB_1135,DEB_1135,0.0,4.516935392801854,0.9404516002772448,0.05954839972275514,0.0011570499786932118,0.0015266252152173912,-11063.533919991965,-11094.104456460247,1012
NHKG_16_01_R_196_ANN1283_PET0424,NHKG_16_01_R_196,0.0,3.4067429805053084,0.9442540322380806,0.05574596776191952,0.0013083875201348068,0.0016907555797222222,-11554.232132156092,-11619.38756823574,1080
NHKG_16_01_R_196_ANN1283_PET0424,ANN1283,0.0,3.369672919511696,0.8824536012206714,0.1175463987793285,0.0014255923689757172,0.002057468046680498,-14887.8095722256,-14991.442761884806,1446
NHKG_16_01_R_196_ANN1283_PET0424,PET0424,0.0,6.22652365079323,0.9630508450936247,0.03694915490637514,0.0009336381464253188,0.0011627813311452515,-8250.185475366889,-8237.365036349984,716
NHKG_16_01_R_196_ANN1283_PET0495,NHKG_16_01_R_196,0.0,6.9561196226257165,0.9817232773355292,0.018276722664470786,0.0015363335566052302,0.0017530660167707404,-11997.959283775985,-11979.58219395578,1121
NHKG_16_01_R_196_ANN1283_PET0495,ANN1283,0.0,3.4803294023837856,0.9153518768384551,0.08464812316154485,0.001502088278316226,0.002048746915248227,-14542.085226686566,-14630.034607719077,1410
NHKG_16_01_R_196_ANN1283_PET0495,PET0495,0.0,5.393822236882818,0.9597051071970583,0.04029489280294176,0.0009541897700682074,0.0011947595571026723,-8135.40817614775,-8141.223604443237,711
NHKG_16_01_R_196_ANN1283_PAR_posas_01,NHKG_16_01_R_196,0.0,3.157675881170667,0.8798075264240733,0.12019247357592679,0.0013077846350933965,0.0018713928008701958,-14452.089218133096,-14557.968322761211,1379
NHKG_16_01_R_196_ANN1283_PAR_posas_01,ANN1283,0.0,4.100571868401508,0.9467237164771696,0.05327628352283045,0.001285308529918427,0.0016610621297734629,-9963.391462623518,-10005.320620027678,927
NHKG_16_01_R_196_ANN1283_PAR_posas_01,PAR_posas_01,0.0,4.595846663022583,0.9379461729276033,0.062053827072396706,0.001154381855836501,0.0015395990135683762,-10221.258038684853,-10244.667079556706,936
NHKG_16_01_R_196_ANN1283_ARG0295,NHKG_16_01_R_196,0.0,2.761210181956465,0.7936303280925935,0.20636967190740652,0.0017008991313628469,0.0026279548671332047,-20300.337092288926,-20470.144246547738,2072
NHKG_16_01_R_196_ANN1283_ARG0295,ANN1283,0.0,3.878715438871522,0.9387682337894467,0.0612317662105533,0.0010124840457856755,0.001329235418683274,-6280.831790866426,-6314.0906438995025,562
NHKG_16_01_R_196_ANN1283_ARG0295,ARG0295,0.0,5.763526637460284,0.9594351665985128,0.04056483340148722,0.0011308701095675145,0.001420940744243421,-6752.100644046927,-6750.216160142212,608
