P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
H_carnosus	H_longifolius	H_divaricatus	0.0290446	0.226807	0.410287	0.00736969	126.863	40.3857	38.106
H_maximiliani	H_divaricatus	H_carnosus	0.150367	1.3557	0.0875969	0.0371728	145.342	60.4464	44.6442
H_microcephalus	H_divaricatus	H_carnosus	0.073749	0.656829	0.255645	0.018632	173.177	56.7012	48.9123
H_carnosus	H_divaricatus	H_mollis	0.262908	2.6888	0.00358542	0.162928	45.3163	114.832	67.0214
H_carnosus	H_divaricatus	H_niveus	0.271099	2.49067	0.00637504	0.0662808	93.4278	79.8583	45.794
H_nuttalli	H_divaricatus	H_carnosus	0.394764	2.21338	0.0134358	0.109278	38.8571	24.0381	10.431
H_carnosus	H_divaricatus	H_occidentalis	0.207552	1.99664	0.0229323	0.104933	52.3893	91.1845	59.8393
H_carnosus	H_divaricatus	H_petiolaris	0.320571	3.3229	0.000445435	0.105656	80.4778	89.0607	45.8214
H_divaricatus	H_carnosus	H_porteri	0.244657	1.92007	0.0274247	0.0494411	114.47	52.7964	32.0405
H_carnosus	H_divaricatus	H_praecox	0.317751	3.24724	0.000582643	0.113884	84.346	86.9637	45.0244
H_radula	H_carnosus	H_divaricatus	0.0774016	0.624008	0.266311	0.0162328	155.862	42.8885	36.7262
H_divaricatus	H_salicifolius	H_carnosus	0.00206084	0.0170139	0.493213	0.000581989	125.79	50.65	50.4417
H_carnosus	H_silphioides	H_divaricatus	0.201485	1.6524	0.0492262	0.055798	118.571	59.0885	39.2706
H_verticillatus	H_divaricatus	H_carnosus	0.0594955	0.534908	0.296357	0.0145034	129.792	45.6931	40.5613
H_carnosus	H_floridanus	H_exilis	0.155889	1.26645	0.102675	0.0247202	124.705	54.1429	39.5389
H_carnosus	H_giganteus	H_exilis	0.128343	1.10161	0.135316	0.0304093	69.3433	75.798	58.5548
H_carnosus	H_gracilentus	H_exilis	0.211622	1.78697	0.0369709	0.052405	62.5381	79.7262	51.8762
H_carnosus	H_grosseserratus	H_exilis	0.368199	3.2758	0.000526809	0.0862581	67.8286	92.5	42.7143
H_carnosus	H_heterophyllus	H_exilis	0.0303741	0.243749	0.403713	0.00459491	131.312	45.2163	42.5504
H_carnosus	H_laciniatus	H_exilis	0.167467	1.3105	0.0950138	0.0399876	50.4452	60.7833	43.3452
H_longifolius	H_carnosus	H_exilis	0.173248	1.19098	0.116831	0.0210615	146.521	37.319	26.2976
H_carnosus	H_maximiliani	H_exilis	0.358969	3.57051	0.000178143	0.0837655	66.2508	95.6639	45.125
H_carnosus	H_microcephalus	H_exilis	0.211485	1.75409	0.0397075	0.049855	70.075	85.1881	55.446
H_carnosus	H_mollis	H_exilis	0.250281	1.94308	0.0260033	0.0465421	94.5536	65.3917	39.2115
H_niveus	H_exilis	H_carnosus	0.102995	0.829371	0.203447	0.019314	107.814	42.6393	34.6762
H_carnosus	H_nuttalli	H_exilis	0.0858634	0.435362	0.33165	0.0261549	19.981	27.25	22.9405
H_occidentalis	H_carnosus	H_exilis	0.00332259	0.0258764	0.489678	0.000634392	72.3429	47.6321	47.3167
H_petiolaris	H_exilis	H_carnosus	0.0386569	0.329098	0.371041	0.00764547	126.955	41.9929	38.8671
H_exilis	H_carnosus	H_porteri	0.139798	1.28656	0.099123	0.0318332	79.9393	51.8893	39.1607
H_praecox	H_exilis	H_carnosus	0.00617517	0.0543698	0.47832	0.00136474	117.575	46.1369	45.5706
H_radula	H_carnosus	H_exilis	0.383239	2.6526	0.00399372	0.0315017	167.229	31.7722	14.1667
H_carnosus	H_salicifolius	H_exilis	0.309234	2.68459	0.00363096	0.0753932	73.7333	83.9905	44.3143
H_carnosus	H_silphioides	H_exilis	0.0917869	0.636488	0.262229	0.0113662	139.015	36.5694	30.4206
H_carnosus	H_verticillatus	H_exilis	0.350044	3.1172	0.000912883	0.0754858	56.6524	75.1905	36.1992
H_carnosus	H_floridanus	H_giganteus	0.334681	3.07883	0.00103907	0.101709	113.27	75.0813	37.427
H_carnosus	H_floridanus	H_gracilentus	0.27338	2.38764	0.00847846	0.0677641	124.395	67.4548	38.4913
H_carnosus	H_floridanus	H_grosseserratus	0.32963	3.08545	0.00101622	0.100399	97.0167	79.9786	40.3234
H_carnosus	H_heterophyllus	H_floridanus	0.13439	1.26159	0.103548	0.0583693	73.1662	87.8328	67.022
H_carnosus	H_floridanus	H_laciniatus	0.38103	3.20571	0.000673654	0.0796008	97.6845	66.4988	29.8044
H_longifolius	H_carnosus	H_floridanus	0.13388	1.09024	0.137803	0.0451145	93.3079	60.4702	46.1905
H_carnosus	H_floridanus	H_maximiliani	0.410236	4.89014	5.03825e-07	0.156025	110.929	101.515	42.4537
H_carnosus	H_floridanus	H_microcephalus	0.468889	5.15085	1.29657e-07	0.219083	105.552	109.131	39.4589
H_carnosus	H_floridanus	H_mollis	0.465042	5.78931	3.53379e-09	0.223556	80.7496	120.736	44.0865
H_carnosus	H_floridanus	H_niveus	0.120383	1.07064	0.142166	0.0223093	145.741	59.4343	46.6621
H_carnosus	H_floridanus	H_nuttalli	0.678843	4.64559	1.69556e-06	0.111094	30.4405	20.5262	3.92659
H_carnosus	H_floridanus	H_occidentalis	0.440949	3.80927	6.96892e-05	0.161531	90.4833	90.6345	35.1639
H_carnosus	H_floridanus	H_petiolaris	0.24476	2.56433	0.00516875	0.059275	134.378	69.3836	42.0975
H_floridanus	H_carnosus	H_porteri	0.0199467	0.158867	0.436887	0.00338906	150.885	41.0794	39.4726
H_carnosus	H_floridanus	H_praecox	0.237923	2.58955	0.00480505	0.0693216	136.631	74.2663	45.719
H_radula	H_carnosus	H_floridanus	0.238436	1.81339	0.0348861	0.0628533	129.436	58.3067	35.8552
H_carnosus	H_floridanus	H_salicifolius	0.317198	2.9788	0.00144688	0.0971495	98.8607	84.8202	43.9687
H_carnosus	H_silphioides	H_floridanus	0.191313	1.58191	0.0568352	0.0711388	84.0198	70.9845	48.1857
H_carnosus	H_floridanus	H_verticillatus	0.427328	4.31984	7.80725e-06	0.139394	93.4316	88.657	35.5709
H_carnosus	H_giganteus	H_gracilentus	0.217563	2.1045	0.0176672	0.0810108	69.9456	93.2151	59.9024
H_giganteus	H_grosseserratus	H_carnosus	0.210429	1.72995	0.0418197	0.0453166	186.406	57.021	37.1952
H_carnosus	H_heterophyllus	H_giganteus	0.181018	1.62733	0.0518332	0.0681484	136.258	75.6115	52.4331
H_laciniatus	H_giganteus	H_carnosus	0.00200639	0.0167258	0.493328	0.000616729	75.0563	55.0933	54.8726
H_longifolius	H_carnosus	H_giganteus	0.165114	1.28189	0.099941	0.0366276	149.786	43.8885	31.4492
H_giganteus	H_maximiliani	H_carnosus	0.10656	0.998474	0.159025	0.0247816	182.837	60.2056	48.6101
H_giganteus	H_microcephalus	H_carnosus	0.102351	0.949428	0.171202	0.0276848	170.174	69.199	56.349
H_giganteus	H_carnosus	H_mollis	0.0210486	0.208551	0.4174	0.011261	47.8833	92.4464	88.6349
H_carnosus	H_giganteus	H_niveus	0.215036	2.11809	0.0170838	0.0606582	84.3542	91.2626	58.9594
H_nuttalli	H_giganteus	H_carnosus	0.13393	0.718633	0.236184	0.0300476	52.4421	16.8492	12.869
H_carnosus	H_giganteus	H_occidentalis	0.163553	1.63077	0.0514696	0.0810911	53.6373	94.8635	68.1948
H_carnosus	H_giganteus	H_petiolaris	0.139735	1.52064	0.0641749	0.0488108	76.5721	85.5987	64.6094
H_giganteus	H_carnosus	H_porteri	0.229264	2.15325	0.0156495	0.0549563	91.8117	68.249	42.7915
H_carnosus	H_giganteus	H_praecox	0.118249	1.24105	0.107294	0.0478925	80.6193	88.12	69.4835
H_radula	H_carnosus	H_giganteus	0.121875	0.973649	0.165115	0.0256115	183.665	42.6377	33.3738
H_giganteus	H_salicifolius	H_carnosus	0.175536	1.52577	0.0635334	0.0467855	129.438	63.406	44.4698
H_carnosus	H_silphioides	H_giganteus	0.354053	2.95457	0.00156552	0.112494	140.418	62.676	29.8994
H_giganteus	H_verticillatus	H_carnosus	0.0108164	0.0909792	0.463755	0.00221078	180.286	39.272	38.4315
H_carnosus	H_grosseserratus	H_gracilentus	0.249145	2.17347	0.0148726	0.087646	78.1119	88.3131	53.0845
H_carnosus	H_heterophyllus	H_gracilentus	0.0203103	0.180885	0.428229	0.00440654	132.385	46.2889	44.446
H_carnosus	H_laciniatus	H_gracilentus	0.250261	2.10825	0.0175048	0.0814775	47.669	73.5369	44.0976
H_longifolius	H_carnosus	H_gracilentus	0.0229902	0.173633	0.431077	0.00481266	152.048	36.7893	35.1357
H_carnosus	H_maximiliani	H_gracilentus	0.388451	3.7342	9.41565e-05	0.145659	65.8083	113.554	50.0153
H_carnosus	H_microcephalus	H_gracilentus	0.258937	2.65217	0.00399879	0.0888953	81.8323	94.3391	55.5319
H_carnosus	H_mollis	H_gracilentus	0.289449	2.94876	0.00159528	0.0788909	94.3377	69.3056	38.1909
H_carnosus	H_gracilentus	H_niveus	0.136698	1.16611	0.121784	0.0398112	73.6706	83.644	63.5262
H_carnosus	H_nuttalli	H_gracilentus	0.249571	1.40733	0.0796651	0.123029	20.6595	32.9262	19.7738
H_occidentalis	H_carnosus	H_gracilentus	0.00199148	0.0178605	0.492875	0.000605025	82.719	56.3036	56.0798
H_carnosus	H_gracilentus	H_petiolaris	0.0511004	0.497723	0.30934	0.0167691	70.7718	73.2048	66.0869
H_gracilentus	H_carnosus	H_porteri	0.328875	2.62637	0.00431508	0.074301	93.1524	66.231	33.4488
H_carnosus	H_gracilentus	H_praecox	0.086751	0.891049	0.186451	0.0337981	71.3588	81.104	68.1556
H_radula	H_carnosus	H_gracilentus	0.168779	1.39364	0.0817137	0.0283197	184.106	39.8333	28.329
H_carnosus	H_salicifolius	H_gracilentus	0.345528	3.23503	0.000608142	0.123368	73.4881	89.0155	43.2976
H_carnosus	H_silphioides	H_gracilentus	0.253049	2.06543	0.0194414	0.0504392	139.638	46.2552	27.573
H_carnosus	H_verticillatus	H_gracilentus	0.337789	3.30064	0.000482322	0.126776	54.4601	92.4446	45.7605
H_heterophyllus	H_carnosus	H_grosseserratus	0.108355	0.92878	0.176502	0.0283365	119.825	59.7737	48.0865
H_laciniatus	H_grosseserratus	H_carnosus	0.252437	2.05087	0.0201398	0.0684979	76.7905	61.1845	36.5202
H_longifolius	H_carnosus	H_grosseserratus	0.190406	1.50406	0.0662836	0.0428665	129.437	47.8905	32.5702
H_maximiliani	H_grosseserratus	H_carnosus	0.132623	1.16891	0.12122	0.0229846	200.274	43.6302	33.4125
H_microcephalus	H_grosseserratus	H_carnosus	0.112651	0.974497	0.164905	0.0286069	157.263	63.428	50.5843
H_carnosus	H_grosseserratus	H_mollis	0.103831	1.00737	0.156879	0.058451	53.8681	96.4327	78.2911
H_carnosus	H_grosseserratus	H_niveus	0.239379	2.2951	0.0108638	0.0559429	86.2583	76.0317	46.6615
H_nuttalli	H_grosseserratus	H_carnosus	0.312933	1.43656	0.075421	0.0471026	66.6048	13.5357	7.08333
H_carnosus	H_grosseserratus	H_occidentalis	0.293921	2.98107	0.00143621	0.129513	57.3333	93.1762	50.8452
H_carnosus	H_grosseserratus	H_petiolaris	0.333199	3.74883	8.88318e-05	0.103159	75.0663	84.2492	42.1373
H_grosseserratus	H_carnosus	H_porteri	0.328834	2.77553	0.00275561	0.063671	107.883	56.2548	28.4131
H_carnosus	H_grosseserratus	H_praecox	0.267436	3.03857	0.0011885	0.0981772	80.7268	84.9192	49.0823
H_radula	H_carnosus	H_grosseserratus	0.0927166	0.742861	0.228783	0.0173188	159.512	38.8198	32.2321
H_salicifolius	H_grosseserratus	H_carnosus	0.0245573	0.189879	0.424702	0.00538061	136.875	43.8071	41.7071
H_carnosus	H_silphioides	H_grosseserratus	0.152099	1.23434	0.108538	0.0445024	129.363	59.9615	44.1294
H_verticillatus	H_grosseserratus	H_carnosus	0.199382	1.58396	0.0566016	0.0335059	195.895	38.6125	25.7748
H_carnosus	H_heterophyllus	H_laciniatus	0.00599168	0.0508079	0.479739	0.00105876	112.945	39.5093	39.0387
H_longifolius	H_carnosus	H_heterophyllus	0.142006	1.14255	0.126614	0.0552607	106.293	64.1871	48.224
H_carnosus	H_heterophyllus	H_maximiliani	0.0588111	0.589989	0.277599	0.0202426	131.435	68.4669	60.8609
H_carnosus	H_heterophyllus	H_microcephalus	0.0935719	0.923109	0.177975	0.0390401	125.345	66.983	55.5202
H_carnosus	H_heterophyllus	H_mollis	0.172826	1.7856	0.0370822	0.0743993	96.0198	85.7629	60.4871
H_carnosus	H_heterophyllus	H_niveus	0.0513574	0.453023	0.325266	0.00927934	152.359	52.9876	47.8109
H_heterophyllus	H_carnosus	H_nuttalli	0.120138	0.733807	0.231533	0.0239689	35.1206	16.5794	13.023
H_carnosus	H_heterophyllus	H_occidentalis	0.00296022	0.0260123	0.489624	0.00100187	109.658	55.1513	54.8257
H_carnosus	H_heterophyllus	H_petiolaris	0.14821	1.35012	0.0884892	0.0369164	142.916	63.6628	47.2277
H_carnosus	H_heterophyllus	H_porteri	0.0159173	0.127351	0.449331	0.00367412	156.546	53.167	51.5009
H_carnosus	H_heterophyllus	H_praecox	0.0220318	0.218361	0.413574	0.00601276	149.776	56.8669	54.4151
H_radula	H_carnosus	H_heterophyllus	0.212434	2.00091	0.0227013	0.074934	123.43	63.5385	41.273
H_heterophyllus	H_carnosus	H_salicifolius	0.0918925	0.753699	0.225515	0.0251893	114.475	62.6451	52.1008
H_carnosus	H_silphioides	H_heterophyllus	0.289758	2.29817	0.0107762	0.14852	86.8171	91.3264	50.2915
H_carnosus	H_heterophyllus	H_verticillatus	0.0245622	0.211934	0.416079	0.00695704	108.027	53.2494	50.6963
H_longifolius	H_carnosus	H_laciniatus	0.0727578	0.481804	0.314973	0.0108049	122.189	32.2881	27.9083
H_laciniatus	H_maximiliani	H_carnosus	0.115712	0.981591	0.163151	0.0313251	96.5994	55.2518	43.7913
H_laciniatus	H_microcephalus	H_carnosus	0.157973	1.51502	0.0648831	0.048387	82.2109	65.355	47.5232
H_laciniatus	H_carnosus	H_mollis	0.153783	1.4333	0.0758863	0.0793491	39.7341	81.5512	59.8119
H_carnosus	H_laciniatus	H_niveus	0.0719422	0.594802	0.275988	0.0185683	64.6433	62.3762	54.0036
H_laciniatus	H_nuttalli	H_carnosus	0.244826	1.14074	0.126989	0.0593805	26.7381	17.6143	10.6857
H_carnosus	H_laciniatus	H_occidentalis	0.0192768	0.165963	0.434093	0.00913187	37.9024	60.0202	57.75
H_carnosus	H_laciniatus	H_petiolaris	0.212005	1.86349	0.0311967	0.0735333	52.3274	72.8357	47.3548
H_laciniatus	H_carnosus	H_porteri	0.1439	1.06768	0.142832	0.0299199	73.3167	44.9369	33.631
H_carnosus	H_laciniatus	H_praecox	0.186671	1.72675	0.0421059	0.0739507	56.627	74.6873	51.1897
H_radula	H_carnosus	H_laciniatus	0.104515	0.792813	0.213943	0.0162433	162.971	39.154	31.744
H_laciniatus	H_salicifolius	H_carnosus	0.295457	2.04483	0.020436	0.0687723	82.019	49.7702	27.0679
H_carnosus	H_silphioides	H_laciniatus	0.155084	1.19007	0.117009	0.0282043	109.511	42.1706	30.8468
H_laciniatus	H_verticillatus	H_carnosus	0.115789	0.932009	0.175666	0.0306751	73.8827	46.1268	36.5534
H_longifolius	H_carnosus	H_maximiliani	0.0892693	0.75551	0.224971	0.0233236	145.306	46.346	38.7496
H_longifolius	H_carnosus	H_microcephalus	0.035876	0.309383	0.378515	0.0129557	144.506	48.1917	44.8536
H_carnosus	H_longifolius	H_mollis	0.0815912	0.680904	0.247966	0.0248514	115.328	51.0601	43.3565
H_longifolius	H_carnosus	H_niveus	0.103838	0.777608	0.2184	0.0157557	167.086	41.794	33.931
H_longifolius	H_carnosus	H_nuttalli	0.00603438	0.028832	0.488499	0.000921467	46.5738	10.519	10.3929
H_longifolius	H_carnosus	H_occidentalis	0.050924	0.365191	0.357485	0.0142982	117.786	42.6869	38.55
H_longifolius	H_carnosus	H_petiolaris	0.118095	0.987241	0.161762	0.0239322	155.77	41.6413	32.8448
H_longifolius	H_carnosus	H_porteri	0.34568	2.3436	0.0095494	0.0542609	159.737	45.0667	21.9131
H_longifolius	H_carnosus	H_praecox	0.0479354	0.411117	0.340493	0.0110779	163.963	42.4996	38.6115
H_radula	H_carnosus	H_longifolius	0.00263533	0.0208484	0.491683	0.00108522	75.6242	50.577	50.3111
H_longifolius	H_carnosus	H_salicifolius	0.093958	0.693013	0.244151	0.020431	123.829	42.7536	35.4095
H_longifolius	H_carnosus	H_silphioides	0.0129897	0.118697	0.452758	0.0053387	67.2433	61.9694	60.3802
H_longifolius	H_carnosus	H_verticillatus	0.045267	0.326935	0.371859	0.0101233	122.434	38.444	35.1143
H_maximiliani	H_microcephalus	H_carnosus	0.0258288	0.250658	0.401039	0.00713089	162.012	66.1743	62.842
H_carnosus	H_maximiliani	H_mollis	0.14272	1.50846	0.0657186	0.0800306	49.5109	117.294	87.9952
H_carnosus	H_maximiliani	H_niveus	0.388376	4.20791	1.28872e-05	0.104099	79.9231	106.102	46.7416
H_nuttalli	H_maximiliani	H_carnosus	0.211665	1.13358	0.128485	0.0399373	54.5778	15.6587	10.1879
H_carnosus	H_maximiliani	H_occidentalis	0.159564	1.61457	0.053202	0.0751371	58.0242	96.0587	69.622
H_carnosus	H_maximiliani	H_petiolaris	0.420855	5.33703	4.72413e-08	0.152177	73.2362	117.322	47.8209
H_maximiliani	H_carnosus	H_porteri	0.134008	1.27675	0.100845	0.0290579	105.713	61.144	46.6931
H_carnosus	H_maximiliani	H_praecox	0.362709	5.39119	3.4996e-08	0.143246	75.7376	110.717	51.7783
H_radula	H_carnosus	H_maximiliani	0.0145662	0.123482	0.450863	0.00352654	184.192	45.9097	44.5915
H_maximiliani	H_salicifolius	H_carnosus	0.141569	1.24196	0.107126	0.0298026	158.477	50.047	37.6341
H_carnosus	H_silphioides	H_maximiliani	0.195905	1.75869	0.0393151	0.0622967	142.635	67.6972	45.5178
H_maximiliani	H_verticillatus	H_carnosus	0.0334377	0.295086	0.383964	0.00579394	193.728	35.9931	33.6639
H_carnosus	H_microcephalus	H_mollis	0.216181	2.49078	0.00637317	0.130512	49.4767	124.488	80.2315
H_carnosus	H_microcephalus	H_niveus	0.225586	1.95961	0.0250206	0.0570175	91.2587	88.7266	56.0639
H_nuttalli	H_microcephalus	H_carnosus	0.0284184	0.162561	0.435432	0.00613744	46.5869	15.7679	14.8964
H_carnosus	H_microcephalus	H_occidentalis	0.352682	4.28212	9.25595e-06	0.170606	52.751	113.261	54.2002
H_carnosus	H_microcephalus	H_petiolaris	0.195817	1.89488	0.029054	0.0643009	84.2056	90.1014	60.5929
H_microcephalus	H_carnosus	H_porteri	0.261947	2.31815	0.0102205	0.0540215	111.437	64.3192	37.6173
H_carnosus	H_microcephalus	H_praecox	0.219123	2.60983	0.00452934	0.0853347	89.1459	98.62	63.1685
H_carnosus	H_radula	H_microcephalus	0.0524365	0.468536	0.319701	0.01556	169.505	44.2232	39.8165
H_microcephalus	H_salicifolius	H_carnosus	0.0896971	0.724803	0.234286	0.0267322	125.946	66.9597	55.9363
H_carnosus	H_silphioides	H_microcephalus	0.276464	2.49603	0.00627961	0.114765	134.201	71.7869	40.6909
H_verticillatus	H_microcephalus	H_carnosus	0.055376	0.463162	0.321624	0.0133098	140.513	50.1984	44.9306
H_carnosus	H_mollis	H_niveus	0.0754448	0.758853	0.22397	0.0145422	116.116	57.1179	49.104
H_nuttalli	H_carnosus	H_mollis	0.158742	0.951821	0.170594	0.087591	10.2893	25.0357	18.1762
H_carnosus	H_mollis	H_occidentalis	0.352155	3.69378	0.000110472	0.171829	72.0123	106.43	50.9929
H_carnosus	H_mollis	H_petiolaris	0.243918	3.01576	0.00128168	0.06886	104.415	72.2923	43.9409
H_mollis	H_carnosus	H_porteri	0.0128622	0.113848	0.454679	0.00293626	125.461	52.5764	51.2411
H_carnosus	H_mollis	H_praecox	0.274904	3.61546	0.00014991	0.0948541	108.502	81.1329	46.144
H_carnosus	H_radula	H_mollis	0.0963933	0.76357	0.222562	0.0275392	145.698	52.8425	43.5508
H_carnosus	H_salicifolius	H_mollis	0.0925674	0.883379	0.188516	0.0495197	49.5817	87.131	72.3667
H_carnosus	H_silphioides	H_mollis	0.330546	2.64497	0.00408486	0.113276	108.283	74.4042	37.4359
H_carnosus	H_verticillatus	H_mollis	0.0839775	0.843594	0.199448	0.0436996	41.9958	83.9708	70.9601
H_carnosus	H_nuttalli	H_niveus	0.213849	1.20563	0.11398	0.0643747	19.3679	29.7595	19.2738
H_carnosus	H_occidentalis	H_niveus	0.0118793	0.0963666	0.461615	0.0021957	91.6722	45.125	44.0655
H_niveus	H_petiolaris	H_carnosus	0.086557	0.73191	0.232112	0.0162102	184.112	48.9495	41.1507
H_niveus	H_carnosus	H_porteri	0.215741	1.82315	0.0341405	0.0478288	87.0131	65.1222	42.0095
H_niveus	H_praecox	H_carnosus	0.080312	0.815694	0.207337	0.0149585	165.34	49.3718	42.0311
H_radula	H_carnosus	H_niveus	0.0493765	0.394282	0.346686	0.00624469	198.297	35.8806	32.504
H_carnosus	H_salicifolius	H_niveus	0.204701	1.79724	0.0361489	0.0466583	87.2571	68.8599	45.4587
H_carnosus	H_silphioides	H_niveus	0.143784	1.15604	0.123832	0.0225399	163.536	46.1556	34.5512
H_carnosus	H_verticillatus	H_niveus	0.315459	2.88887	0.00193317	0.0766628	67.7843	77.6609	40.4133
H_carnosus	H_nuttalli	H_occidentalis	0.139895	0.910418	0.181301	0.0602853	19.169	25.1333	18.9643
H_carnosus	H_nuttalli	H_petiolaris	0.107467	0.64413	0.259746	0.0426107	21.2512	23.9718	19.3194
H_nuttalli	H_carnosus	H_porteri	0.485177	2.75078	0.00297266	0.0975756	20.5952	24.2738	8.41429
H_carnosus	H_nuttalli	H_praecox	0.0473833	0.293072	0.384734	0.019105	19.6389	22.4992	20.4635
H_carnosus	H_radula	H_nuttalli	0.146203	0.694407	0.243713	0.0260379	37.9167	12.7024	9.4619
H_nuttalli	H_salicifolius	H_carnosus	0.183036	0.72433	0.234432	0.0221885	36.7119	9.46429	6.53571
H_carnosus	H_silphioides	H_nuttalli	0.391739	2.35169	0.00934427	0.0751636	43.4841	17.5817	7.68413
H_nuttalli	H_verticillatus	H_carnosus	0.185375	0.870292	0.19207	0.0350063	59.5024	12.4667	8.56746
H_carnosus	H_occidentalis	H_petiolaris	0.139712	1.38212	0.0834682	0.0422669	87.3077	70.228	53.0101
H_occidentalis	H_carnosus	H_porteri	0.348785	2.89742	0.00188121	0.0774756	104.812	58.9226	28.4488
H_carnosus	H_occidentalis	H_praecox	0.103647	0.994466	0.159998	0.0369852	86.9709	67.9325	55.173
H_radula	H_carnosus	H_occidentalis	0.307755	2.4024	0.00814392	0.0585404	152.135	43.1873	22.8607
H_carnosus	H_salicifolius	H_occidentalis	0.161805	1.41041	0.0792099	0.0763088	52.2821	78.1667	56.394
H_carnosus	H_silphioides	H_occidentalis	0.259153	1.92524	0.0270996	0.0821303	110.904	61.8302	36.379
H_carnosus	H_verticillatus	H_occidentalis	0.242681	2.30981	0.0104495	0.11962	40.3327	84.0923	51.2478
H_petiolaris	H_carnosus	H_porteri	0.0673003	0.579578	0.2811	0.0146828	84.9325	55.0746	48.129
H_petiolaris	H_praecox	H_carnosus	0.0468036	0.479221	0.315891	0.00813061	259.356	44.505	40.5253
H_radula	H_carnosus	H_petiolaris	0.0671784	0.598422	0.274779	0.0097331	195.929	33.3947	29.1903
H_carnosus	H_salicifolius	H_petiolaris	0.243323	2.12318	0.0168694	0.080161	79.156	78.9488	48.0476
H_carnosus	H_silphioides	H_petiolaris	0.242323	2.01095	0.0221655	0.0529914	151.577	56.1774	34.2619
H_carnosus	H_verticillatus	H_petiolaris	0.350128	4.74002	1.06848e-06	0.111367	60.378	87.0736	41.9121
H_praecox	H_carnosus	H_porteri	0.0239302	0.233441	0.407709	0.00550264	91.3087	56.3385	53.7052
H_radula	H_carnosus	H_porteri	0.083656	0.616516	0.268777	0.0126307	204.677	37.2599	31.5071
H_salicifolius	H_carnosus	H_porteri	0.299798	2.38987	0.0084272	0.0623661	111.217	57.831	31.1536
H_silphioides	H_carnosus	H_porteri	0.107159	0.769893	0.220682	0.0167238	167.468	35.8236	28.8891
H_verticillatus	H_carnosus	H_porteri	0.342732	2.96997	0.00148913	0.0642788	96.6212	55.3815	27.1093
H_carnosus	H_radula	H_praecox	0.0155896	0.148448	0.440995	0.00293838	199.087	37.0448	35.9075
H_carnosus	H_salicifolius	H_praecox	0.268796	2.62062	0.0043885	0.0985996	78.6163	85.1845	49.0917
H_carnosus	H_silphioides	H_praecox	0.146213	1.41111	0.0791054	0.0349784	153.625	50.3196	37.4819
H_carnosus	H_verticillatus	H_praecox	0.324284	4.42206	4.8882e-06	0.12562	60.7583	88.9804	45.4022
H_radula	H_carnosus	H_salicifolius	0.350388	2.63736	0.00417766	0.0574538	162.781	45.3492	21.8155
H_radula	H_carnosus	H_silphioides	0.0467705	0.401424	0.344054	0.0190563	89.0984	66.6901	60.7306
H_radula	H_carnosus	H_verticillatus	0.020831	0.175785	0.430231	0.00367265	158.667	32.3688	31.0478
H_carnosus	H_silphioides	H_salicifolius	0.0780501	0.572292	0.283562	0.0193084	122.88	50.0778	42.8266
H_verticillatus	H_salicifolius	H_carnosus	0.126939	1.05735	0.145175	0.026511	133.278	42.1573	32.6601
H_carnosus	H_silphioides	H_verticillatus	0.243863	2.09622	0.0180314	0.0634629	123.763	56.4726	34.3294
H_divaricatus	H_cusickii	H_debilis	0.0243806	0.280154	0.38968	0.00868309	120.945	102.183	97.3187
H_exilis	H_debilis	H_cusickii	0.0297991	0.305141	0.380129	0.0120273	114.584	80.7376	76.065
H_floridanus	H_cusickii	H_debilis	0.205759	2.38885	0.00845059	0.0686484	126.329	129.936	85.59
H_giganteus	H_cusickii	H_debilis	0.122996	1.55277	0.0602386	0.0426952	152.617	114.892	89.7253
H_gracilentus	H_cusickii	H_debilis	0.276022	3.08485	0.00101829	0.0809006	130.111	117.875	66.8786
H_grosseserratus	H_cusickii	H_debilis	0.0411178	0.503543	0.307291	0.0129829	164.546	94.5192	87.0534
H_heterophyllus	H_cusickii	H_debilis	0.301064	3.84632	5.99533e-05	0.110817	110.151	161.196	86.5952
H_laciniatus	H_cusickii	H_debilis	0.127235	1.36121	0.0867232	0.0443353	102.984	98.1562	75.9977
H_longifolius	H_cusickii	H_debilis	0.228976	2.56732	0.00512436	0.074927	91.4158	114.574	71.8805
H_cusickii	H_maximiliani	H_debilis	0.0195088	0.247271	0.402349	0.0061994	180.593	101.14	97.269
H_microcephalus	H_cusickii	H_debilis	0.142933	1.98643	0.0234931	0.0474626	152.842	122.072	91.5401
H_mollis	H_cusickii	H_debilis	0.223496	2.60975	0.00453035	0.0712923	133.639	120.367	76.3924
H_niveus	H_debilis	H_cusickii	0.0589994	0.647642	0.258608	0.0197621	148.291	87.6743	77.9052
H_nuttalli	H_cusickii	H_debilis	0.18216	1.13164	0.128892	0.0594386	43.7064	31.5924	21.8562
H_occidentalis	H_cusickii	H_debilis	0.105866	1.11185	0.133101	0.0380341	130.389	104.693	84.6481
H_petiolaris	H_debilis	H_cusickii	0.000680662	0.00902312	0.4964	0.000229135	217.683	79.9545	79.8457
H_cusickii	H_debilis	H_porteri	0.112348	1.13618	0.12794	0.0237772	198.149	69.4185	55.3959
H_debilis	H_praecox	H_cusickii	0.00292377	0.0353845	0.485887	0.000808248	304.447	68.4346	68.0356
H_radula	H_cusickii	H_debilis	0.284356	4.19739	1.35002e-05	0.108337	95.7346	154.906	86.3137
